ESTILO;UNIDADES;DEPARTAMENTO
843015;6;667
843046;5;667
843048;6;667
843179;17;667
843183;6;649
843341;25;700
843345;29;669
843346;13;669
843347;14;669
843350;2;669
843441;2;644
843444;2;644
843507;1;644
843508;2;644
843591;2;644
843592;5;644
843617;3;644
843618;7;644
843628;7;644
843630;9;644
843632;7;644
843635;13;644
843651;36;644
843653;1;644
843658;2;644
843660;25;644
843848;4;644
843849;8;644
843883;7;644
843884;2;644
843885;3;644
843886;11;644
843951;20;668
844053;2;669
844057;2;669
844060;5;669
844067;10;669
844069;10;669
844071;2;669
844076;2;669
844088;66;731
844227;4;700
844228;1;625
844253;1;625
844254;3;625
844266;2;625
844268;3;625
844291;2;625
844404;1;648
844443;3;648
844444;3;648
844446;5;648
844447;20;648
844448;22;648
844454;2;648
844455;25;648
844458;20;648
844459;10;648
844461;20;648
844462;19;648
844537;6;730
844665;8;665
844761;99;722
844764;100;722
844765;98;722
844940;6;725
844946;83;722
844949;2;644
845103;198;722
845105;145;722
845113;200;722
845117;195;722
845300;13;730
845301;9;730
845359;62;725
845360;59;725
845361;59;725
845362;48;725
845363;30;725
845373;36;743
845374;23;730
845381;1;702
845400;243;722
845402;250;722
845403;244;722
845404;217;722
845406;245;722
845407;242;722
845717;9;664
845731;8;664
845774;5;664
845776;12;664
845778;12;664
845803;4;664
845828;10;664
845880;1;664
845886;2;743
846052;1;702
846055;5;702
846086;7;702
846224;10;664
846225;10;664
846226;10;664
846227;10;664
846229;10;664
846230;10;664
846231;10;664
846233;10;664
846248;13;662
846272;37;700
846273;2;700
846281;2;701
846283;14;664
846290;57;730
846296;75;730
846319;61;730
846787;16;620
846794;2;620
846807;1;620
846832;35;700
846843;9;721
846874;16;730
846877;10;726
846881;6;721
847070;5;725
847071;17;725
847072;20;725
847073;8;725
847074;8;725
847075;6;725
847076;4;725
847077;19;725
847081;21;725
847082;18;725
847083;9;725
847164;10;662
847168;21;662
847447;143;724
847723;24;724
847746;6;724
847763;19;724
847917;9;626
847935;11;743
847939;6;743
847960;5;743
848055;118;625
848056;3;625
848057;13;625
848059;5;625
848061;8;625
848062;2;625
848064;3;625
848065;2;625
848066;2;625
848067;2;625
848069;2;625
848070;2;625
848071;2;625
848074;2;625
848075;2;625
848081;2;625
848087;2;625
848088;2;625
848089;4;625
848095;2;625
848096;2;625
848097;2;625
848098;2;625
848103;2;625
848104;2;625
848107;2;625
848108;2;625
848111;2;625
848114;2;625
848115;2;625
848116;2;625
848122;2;625
848123;2;625
848130;2;625
848134;3;625
848135;1;625
848151;1;642
848170;2;626
848172;3;625
848176;6;664
848302;6;625
848338;20;742
848573;21;649
848575;21;664
848592;10;649
848603;31;664
848647;6;664
848655;2;664
848663;4;664
848690;6;664
848725;1;668
848810;12;640
848854;19;640
848876;665;703
848879;2;703
848894;14;722
848910;14;722
848916;15;722
848917;23;722
848920;30;722
848921;4;722
848922;15;722
848933;10;722
848940;20;722
848942;2;722
848944;7;722
848966;6;722
848981;1;683
848988;3;722
848991;8;722
849468;13;701
849479;4;730
849481;18;730
849484;11;742
849493;20;742
849495;20;742
849498;18;742
849500;18;742
849503;18;742
849505;3;742
849507;18;742
849510;18;742
849833;1;625
849910;30;701
849913;9;700
849914;30;701
849925;2;700
850478;10;701
850479;2;626
850483;18;701
850558;1174;730
850559;145;730
850560;1148;730
850561;1482;730
850563;1209;730
850699;10;742
850901;62;620
851015;6;683
851021;7;683
851030;1;683
851036;7;683
851071;2;703
851093;44;731
851323;3;625
851325;1;625
851391;1;649
851409;5;649
851614;1;603
851815;2;625
851931;1;625
851970;12;649
852518;4;664
852584;6;664
852817;11;649
853043;6;664
853414;23;722
853451;143;722
853547;3;625
854400;1;625
854512;6;721
854580;3;725
854588;4;725
854810;237;730
854888;7;725
854892;9;725
854917;26;724
854919;24;724
854979;6;626
855110;182;730
855112;138;730
855145;4;734
855165;4;734
855591;9;648
855756;1;734
855759;1;734
855761;2;734
855763;1;734
855764;1;734
855880;119;722
856253;12;726
856254;3;726
856259;12;649
856415;30;724
856417;16;724
856438;16;701
856439;10;701
856634;2;625
856635;1;625
856636;2;625
857166;1;625
857310;247;722
857311;300;722
857312;250;722
857313;250;722
857314;267;722
857316;300;722
857317;300;722
857318;299;722
857319;1501;722
857320;54;722
857321;249;722
857322;249;722
857323;300;722
857324;298;722
857325;266;722
857326;300;722
857327;249;722
857328;301;722
857329;294;722
857331;300;722
857332;250;722
857333;249;722
857334;250;722
857335;241;722
857336;250;722
857338;250;722
857339;300;722
857340;300;722
857341;366;722
857342;249;722
857343;250;722
857344;248;722
857345;249;722
857346;300;722
857347;246;722
857348;300;722
857349;300;722
857350;300;722
857351;300;722
857367;42;701
857379;3;667
857413;1;602
857535;77;722
857536;52;722
857600;8;649
857717;38;602
857734;6;649
857906;1;668
857914;10;668
857922;15;723
857923;3;723
857924;30;723
857925;41;723
857975;22;649
858219;4;728
858386;79;701
858984;1;625
858985;2;625
859093;1;625
859094;1;625
859106;5;726
859117;2;721
859219;11;721
859235;1;721
859254;8;721
859283;2;721
859310;9;726
859335;1;726
859339;2;625
859341;2;625
859367;4;726
859368;5;726
859384;1;721
859393;1;721
859400;2;730
859402;1;730
859652;1;626
859653;3;626
859746;36;726
859775;8;740
859776;1;740
859782;13;602
859918;9;726
859919;16;726
859934;16;726
859945;11;726
859986;16;726
860026;13;726
860105;10;726
860106;5;726
860107;14;726
860246;10;726
860422;12;733
860424;11;733
860442;7;701
860443;23;701
860444;9;701
860765;11;669
860809;3;625
860810;1;625
860832;40;669
860914;1;670
860975;1;625
860976;1;625
861006;1;625
861041;10;649
861197;12;721
861198;14;721
861240;2;625
861269;27;662
861316;6;621
861390;12;664
861400;6;664
861422;12;664
861423;12;664
861425;12;664
861427;6;664
861434;12;664
861436;12;664
861527;12;664
861529;5;664
861542;12;664
861579;12;664
861580;12;664
861581;12;664
861582;12;664
861583;12;664
861584;6;664
861585;12;664
861586;12;664
861587;12;664
861588;12;664
861597;12;664
861599;6;664
861601;12;664
861603;6;664
861620;11;664
861629;6;664
861631;5;664
861633;12;664
861634;5;664
861636;12;664
861640;5;664
861644;5;664
861645;6;664
861646;6;664
861648;6;664
861649;6;664
861701;12;664
861702;6;664
861721;12;664
861722;6;664
861723;6;664
861724;6;664
861732;2;625
861755;6;664
861878;10;667
861938;6;667
861948;10;667
862021;5;742
862023;9;742
862038;22;742
862203;5;649
862223;3;730
862227;13;730
862230;9;730
862231;12;730
862233;20;730
862235;19;730
862256;72;730
862394;12;626
862730;1;664
863097;25;701
863105;4;664
863276;3;700
863534;2;625
863562;2;625
863563;1;625
863614;1;664
863650;1;625
863721;59;724
863722;29;724
863724;59;724
863725;36;724
863732;1;670
864154;1;726
864156;4;626
864157;3;626
864164;1;734
864538;98;648
864547;2;700
864557;1;700
864564;5;700
864590;2;700
864607;2;626
864608;4;626
864613;6;626
864624;1;626
864629;15;626
864632;5;626
864633;4;626
864635;3;626
864643;6;626
864646;2;626
864649;6;626
864652;4;626
864656;6;626
864658;6;626
864659;4;626
864660;2;626
864661;4;626
864663;2;626
864670;2;626
864673;6;626
864674;4;626
864675;3;626
864677;2;626
864678;4;626
864680;3;626
864681;3;626
864682;2;626
864683;3;626
864687;4;626
864689;2;626
864690;2;626
864692;14;626
864726;102;730
864732;14;626
864742;24;626
864746;17;626
864750;25;626
864752;16;626
864753;5;626
864756;15;626
864757;14;626
864760;14;626
864761;17;626
864763;19;626
864786;22;626
864787;20;626
864794;18;626
864800;8;626
864802;18;626
864803;17;626
864804;19;626
864805;1;626
864916;6;626
864984;34;722
864985;96;722
864986;115;722
864988;123;722
864989;136;722
864990;130;722
864991;139;722
864992;189;722
864993;54;722
864994;99;722
864995;100;722
864996;105;722
864998;177;722
865024;183;722
865026;188;722
865027;191;722
865029;192;722
865033;179;722
865036;181;722
865038;138;722
865304;24;665
865305;6;665
865598;97;701
865629;1;662
865904;176;730
866876;61;664
866877;62;664
866926;2;726
866931;2;726
866946;10;669
866974;1;668
866977;9;683
866979;17;683
866983;10;683
866985;20;648
866988;23;683
866989;20;648
866990;15;683
866991;19;648
866992;19;648
866999;17;648
867000;16;648
867001;20;648
867002;20;648
867005;20;648
867007;20;648
867008;20;648
867010;20;648
867011;19;648
867015;20;648
867017;12;649
867030;16;683
867031;9;683
867049;5;601
867080;1;601
867202;19;661
867351;22;601
867439;1;625
867440;1;625
867441;1;625
867442;1;625
867443;3;625
867444;1;625
867445;1;625
867450;1;625
867451;1;625
867452;1;625
867454;1;625
867455;1;625
867456;1;625
867457;1;625
867847;7;626
867852;4;626
867853;6;626
867976;2;625
867978;2;625
867980;2;625
867981;2;625
867985;2;625
867987;2;625
867988;2;625
867989;2;625
867991;2;625
867995;2;625
867996;2;625
867999;2;625
868001;3;625
868004;4;625
868005;2;625
868006;3;625
868008;2;700
868121;6;649
868261;1;625
868660;1;725
868958;2;625
868961;7;669
869073;54;721
869074;33;721
869628;2;649
869676;1;604
870202;66;604
870412;2;730
870644;6;668
870646;3;668
870650;13;668
870651;9;668
870652;4;668
870653;12;668
870654;9;668
870655;13;668
870657;5;668
870658;6;668
870659;6;668
870660;15;722
870661;12;722
870664;3;648
870665;7;722
870714;3;668
870728;1;604
870729;33;604
870798;1071;701
870801;11;701
870957;24;603
870959;11;728
870993;10;730
870995;23;730
870996;11;730
870997;13;730
870998;4;730
870999;12;730
871000;5;730
871001;8;730
872287;1;625
872731;207;725
873200;14;700
873398;2;625
874098;45;701
874727;5;724
874920;6;721
875705;2;625
875707;2;625
875711;2;625
875722;2;625
875730;2;625
875734;1;625
875735;1;625
875739;3;625
875740;2;625
875765;2;625
876230;4;725
876231;4;725
876273;1;725
876275;8;725
876630;14;742
876631;16;742
877163;7;625
877206;1;625
877221;12;726
877252;2;700
877801;8;700
878738;15;669
878742;7;669
878944;43;700
879023;18;700
879043;1;741
879062;1;625
879065;1;625
879068;2;625
879141;4;701
879154;1;701
879155;4;701
879376;21;700
879379;5;702
879646;4;721
879648;6;721
879652;16;721
879657;1;625
879661;3;625
879664;1;625
879676;1;625
879760;4;721
879763;6;721
879764;3;721
879765;14;721
879771;2;721
879842;4;743
879843;5;743
879844;1;743
879845;3;743
879846;4;743
879849;5;743
879850;5;743
879851;5;743
879852;3;743
879855;39;722
879869;16;730
879870;31;730
879883;5;700
879886;11;700
879888;11;700
879890;7;700
879892;3;724
879893;8;724
879895;9;724
879897;3;724
879898;10;700
879899;9;724
879903;1;700
880228;2;669
880230;1;669
880233;3;669
880235;4;669
880236;3;669
880239;2;669
880241;2;669
880242;5;669
880245;1;669
880246;2;669
880251;1;669
880253;2;669
880254;1;669
880255;5;669
880256;1;669
880319;3;669
880410;153;662
880411;128;662
880412;213;662
880417;3;669
880418;3;669
880419;3;669
880420;5;669
880422;5;669
880423;5;669
880424;3;669
880542;24;726
881900;7;740
883034;67;730
883071;3;725
883078;8;725
883083;13;725
883084;2;725
883085;2;725
883086;6;725
883087;5;725
883095;1;725
883097;2;725
883098;1;725
883109;5;725
883145;1;625
883299;1;625
883349;3;626
883920;3;700
884345;30;730
884348;18;730
884429;174;722
884431;159;722
884433;141;722
884437;199;722
884438;193;722
884439;152;722
884440;163;722
884442;151;722
884448;173;722
884453;180;722
884457;238;722
884458;159;722
884761;77;648
884854;8;700
884915;1;625
884961;134;729
885232;13;649
885233;13;649
885471;7;725
885525;215;730
885553;11;700
885557;7;700
885906;10;661
885908;15;661
886081;11;700
886235;2;625
886468;18;721
886485;5;700
886687;37;700
886724;25;730
886802;1;625
886805;8;702
886807;14;702
886989;1;625
886990;2;625
886991;2;625
887161;1;625
887359;3;625
887360;1;625
887365;2;625
887366;4;625
887367;2;625
887414;1;625
887432;2;625
887437;2;625
887438;3;625
887439;2;625
887441;2;625
887495;2;625
887530;4;740
887567;3;625
887592;2;625
887594;3;625
887595;3;625
887623;2;625
887666;2;625
887667;2;625
887668;2;625
887670;2;625
887671;4;625
887673;1;625
887674;2;625
887675;3;625
887676;3;625
887677;3;625
887678;2;625
887679;3;625
887680;3;625
887681;3;625
887682;3;625
887683;3;625
887684;3;625
887685;2;625
887686;2;625
887687;2;625
887688;3;625
887689;3;625
887690;2;625
887691;3;625
887692;2;625
887693;3;625
887694;3;625
887696;3;625
887697;3;625
887698;3;625
887699;3;625
887701;3;625
887702;3;625
887703;2;625
887705;3;625
887707;3;625
887714;2;625
887851;3;625
887852;2;625
887936;2;625
887937;3;625
887938;1;625
887939;1;625
887940;3;625
887941;2;625
887942;2;625
887943;3;625
887944;2;625
887945;4;625
887946;3;625
887947;2;625
887949;2;625
887950;1;625
888009;2;625
888040;2;625
888057;2;625
888166;1;625
888378;13;700
888382;6;700
888699;3;625
888706;6;625
888716;3;625
888717;2;625
888719;1;625
888722;2;625
888723;1;625
888726;2;625
888730;2;625
888733;2;625
888758;1;625
888759;2;625
888760;3;625
888761;2;625
888817;147;701
889065;1;625
889066;3;625
889067;2;625
889068;2;625
889069;2;625
889070;2;625
889071;2;625
889072;2;625
889073;2;625
889074;2;625
889075;2;625
889076;2;625
889077;5;625
889078;2;625
889079;2;625
889080;2;625
889081;2;625
889082;2;625
889083;3;625
889084;2;625
889085;2;625
889086;3;625
889087;3;625
889088;3;625
889089;8;625
889090;3;625
889091;3;625
889092;3;625
889093;2;625
889094;2;625
889095;2;625
889096;4;625
889097;4;625
889098;3;625
889099;1;625
889100;2;625
889102;3;625
889103;1;625
889105;2;625
889106;2;625
889107;3;625
889108;2;625
889109;2;625
889110;3;625
889111;3;625
889112;3;625
889113;3;625
889114;3;625
889115;2;625
889117;2;625
889118;2;625
889119;3;625
889120;2;625
889121;2;625
889122;3;625
889394;2;625
889397;2;625
889402;2;625
889407;3;625
889412;2;625
889416;2;625
889417;2;625
889419;2;625
889427;36;625
889429;1;625
889430;2;625
889454;3;625
889455;2;625
889627;10;725
889635;3;725
889636;4;725
889637;5;725
889639;5;725
889640;6;725
889641;9;725
889642;8;725
889643;4;725
889644;4;725
889645;5;725
889654;36;641
889655;36;641
889657;60;641
889658;36;641
889696;18;701
889698;5;742
889739;7;742
889776;3;626
889777;2;626
889778;1;626
889779;9;626
889783;2;626
889784;8;626
889785;3;626
889786;11;626
889787;1;626
889788;2;626
889789;10;626
889973;19;724
889976;26;724
889978;56;724
889981;82;724
889982;20;724
889984;22;724
890477;46;730
890478;49;730
890479;40;730
890480;49;730
890482;63;730
890524;6;662
890526;13;662
890632;1;662
890640;8;726
890641;2;726
891249;12;722
892726;29;701
893707;1;626
893710;2;626
893743;111;701
893880;20;722
893881;18;722
893929;35;725
893939;72;725
893941;35;725
893942;88;725
893949;25;725
893968;49;724
893969;55;724
894279;7;700
894758;12;700
894818;1;625
894835;1;625
895268;2;625
895612;1;683
896278;251;722
896279;477;722
896340;5;648
896354;24;648
896357;20;648
896360;3;648
896363;20;648
896772;50;730
896982;292;648
896983;2;625
897243;3;625
897254;1;625
897257;1;625
897259;1;625
897260;1;625
897270;1;625
897271;1;625
897272;1;625
897274;1;625
897275;1;625
897276;1;625
897278;1;625
897280;1;625
897281;1;625
897282;1;625
897283;1;625
897284;1;625
897286;1;625
897294;1;625
897503;46;701
897511;16;701
897653;95;730
897689;1;625
897690;1;625
897692;1;625
898601;29;701
898602;10;700
898673;6;725
898867;26;728
898868;24;728
